kernel,in_ch,out_ch,stride,pad,height,width,tc1,tc2,time_ms
1,64,64,1,0,60,80,1,2,0.115517
1,64,64,1,0,60,80,1,4,0.053463
1,64,64,1,0,60,80,1,8,0.0302182
1,64,64,1,0,60,80,1,16,0.0145306
1,64,64,1,0,60,80,1,32,0.00793696
1,64,64,1,0,60,80,1,64,0.00715776
1,64,64,1,0,60,80,1,128,0.00774144
1,64,64,1,0,60,80,2,1,0.106629
1,64,64,1,0,60,80,2,2,0.0533709
1,64,64,1,0,60,80,2,4,0.0274618
1,64,64,1,0,60,80,2,8,0.0144589
1,64,64,1,0,60,80,2,16,0.00793248
1,64,64,1,0,60,80,2,32,0.00467968
1,64,64,1,0,60,80,2,64,0.00551936
1,64,64,1,0,60,80,2,128,0.00573248
1,64,64,1,0,60,80,4,1,0.0532992
1,64,64,1,0,60,80,4,2,0.0273981
1,64,64,1,0,60,80,4,4,0.0144003
1,64,64,1,0,60,80,4,8,0.00799744
1,64,64,1,0,60,80,4,16,0.00440704
1,64,64,1,0,60,80,4,32,0.00441344
1,64,64,1,0,60,80,4,64,0.00443776
1,64,64,1,0,60,80,4,128,0.00515072
1,64,64,1,0,60,80,8,1,0.0264397
1,64,64,1,0,60,80,8,2,0.0136886
1,64,64,1,0,60,80,8,4,0.00730112
1,64,64,1,0,60,80,8,8,0.00524288
1,64,64,1,0,60,80,8,16,0.00509856
1,64,64,1,0,60,80,8,32,0.00507712
1,64,64,1,0,60,80,8,64,0.00541696
1,64,64,1,0,60,80,8,128,0.00856064
1,64,64,1,0,60,80,16,1,0.0173158
1,64,64,1,0,60,80,16,2,0.00955392
1,64,64,1,0,60,80,16,4,0.00903264
1,64,64,1,0,60,80,16,8,0.00768064
1,64,64,1,0,60,80,16,16,0.0063488
1,64,64,1,0,60,80,16,32,0.00485376
1,64,64,1,0,60,80,16,64,0.0085504
1,64,64,1,0,60,80,32,1,0.0171814
1,64,64,1,0,60,80,32,2,0.0173293
1,64,64,1,0,60,80,32,4,0.0173773
1,64,64,1,0,60,80,32,8,0.0174592
1,64,64,1,0,60,80,32,16,0.0177766
1,64,64,1,0,60,80,32,32,0.0187712
1,64,64,1,0,60,80,64,1,0.0172544
1,64,64,1,0,60,80,64,2,0.0172749
1,64,64,1,0,60,80,64,4,0.0173568
1,64,64,1,0,60,80,64,8,0.0175648
1,64,64,1,0,60,80,64,16,0.0190054
1,64,64,1,0,60,80,128,1,0.0172368
1,64,64,1,0,60,80,128,2,0.0173056
1,64,64,1,0,60,80,128,4,0.017449
1,64,64,1,0,60,80,128,8,0.018705
3,64,64,2,1,60,80,1,1,0.48421
3,64,64,2,1,60,80,1,2,0.234383
3,64,64,2,1,60,80,1,4,0.117897
3,64,64,2,1,60,80,1,8,0.0597606
3,64,64,2,1,60,80,1,16,0.0306749
3,64,64,2,1,60,80,1,32,0.0161002
3,64,64,2,1,60,80,1,64,0.00821248
3,64,64,2,1,60,80,1,128,0.00881664
3,64,64,2,1,60,80,2,1,0.236705
3,64,64,2,1,60,80,2,2,0.117195
3,64,64,2,1,60,80,2,4,0.059647
3,64,64,2,1,60,80,2,8,0.0306176
3,64,64,2,1,60,80,2,16,0.0160154
3,64,64,2,1,60,80,2,32,0.0080592
3,64,64,2,1,60,80,2,64,0.0080384
3,64,64,2,1,60,80,2,128,0.00817152
3,64,64,2,1,60,80,4,1,0.117388
3,64,64,2,1,60,80,4,2,0.0595558
3,64,64,2,1,60,80,4,4,0.0306074
3,64,64,2,1,60,80,4,8,0.016023
3,64,64,2,1,60,80,4,16,0.00812032
3,64,64,2,1,60,80,4,32,0.00790528
3,64,64,2,1,60,80,4,64,0.00794624
3,64,64,2,1,60,80,4,128,0.00869376
3,64,64,2,1,60,80,8,1,0.0575693
3,64,64,2,1,60,80,8,2,0.0293888
3,64,64,2,1,60,80,8,4,0.0152166
3,64,64,2,1,60,80,8,8,0.00923424
3,64,64,2,1,60,80,8,16,0.0089088
3,64,64,2,1,60,80,8,32,0.00867328
3,64,64,2,1,60,80,8,64,0.00889856
3,64,64,2,1,60,80,8,128,0.013783
3,64,64,2,1,60,80,16,1,0.0409293
3,64,64,2,1,60,80,16,2,0.0210819
3,64,64,2,1,60,80,16,4,0.0193331
3,64,64,2,1,60,80,16,8,0.0164246
3,64,64,2,1,60,80,16,16,0.0128922
3,64,64,2,1,60,80,16,32,0.00984064
3,64,64,2,1,60,80,16,64,0.0168448
3,64,64,2,1,60,80,32,1,0.041472
3,64,64,2,1,60,80,32,2,0.0411443
3,64,64,2,1,60,80,32,4,0.0410214
3,64,64,2,1,60,80,32,8,0.0409395
3,64,64,2,1,60,80,32,16,0.0411219
3,64,64,2,1,60,80,32,32,0.0417894
3,64,64,2,1,60,80,64,1,0.0414515
3,64,64,2,1,60,80,64,2,0.041175
3,64,64,2,1,60,80,64,4,0.0410419
3,64,64,2,1,60,80,64,8,0.0410112
3,64,64,2,1,60,80,64,16,0.0415744
3,64,64,2,1,60,80,128,1,0.0414413
3,64,64,2,1,60,80,128,2,0.0410931
3,64,64,2,1,60,80,128,4,0.0410112
3,64,64,2,1,60,80,128,8,0.0412877
3,64,64,1,1,30,40,1,1,0.473682
3,64,64,1,1,30,40,1,2,0.232888
3,64,64,1,1,30,40,1,4,0.116972
3,64,64,1,1,30,40,1,8,0.0596669
3,64,64,1,1,30,40,1,16,0.0306384
3,64,64,1,1,30,40,1,32,0.0159027
3,64,64,1,1,30,40,1,64,0.008192
3,64,64,1,1,30,40,1,128,0.008448
3,64,64,1,1,30,40,2,1,0.227072
3,64,64,1,1,30,40,2,2,0.115968
3,64,64,1,1,30,40,2,4,0.059543
3,64,64,1,1,30,40,2,8,0.0306074
3,64,64,1,1,30,40,2,16,0.0160154
3,64,64,1,1,30,40,2,32,0.00804864
3,64,64,1,1,30,40,2,64,0.00801984
3,64,64,1,1,30,40,2,128,0.008192
3,64,64,1,1,30,40,4,1,0.115876
3,64,64,1,1,30,40,4,2,0.0592426
3,64,64,1,1,30,40,4,4,0.0305926
3,64,64,1,1,30,40,4,8,0.0160358
3,64,64,1,1,30,40,4,16,0.00808128
3,64,64,1,1,30,40,4,32,0.00792576
3,64,64,1,1,30,40,4,64,0.00797696
3,64,64,1,1,30,40,4,128,0.00872512
3,64,64,1,1,30,40,8,1,0.057385
3,64,64,1,1,30,40,8,2,0.0292659
3,64,64,1,1,30,40,8,4,0.0152576
3,64,64,1,1,30,40,8,8,0.00928768
3,64,64,1,1,30,40,8,16,0.00899072
3,64,64,1,1,30,40,8,32,0.00885536
3,64,64,1,1,30,40,8,64,0.00903136
3,64,64,1,1,30,40,8,128,0.013783
3,64,64,1,1,30,40,16,1,0.042025
3,64,64,1,1,30,40,16,2,0.021463
3,64,64,1,1,30,40,16,4,0.0198797
3,64,64,1,1,30,40,16,8,0.0168448
3,64,64,1,1,30,40,16,16,0.0129984
3,64,64,1,1,30,40,16,32,0.00990208
3,64,64,1,1,30,40,16,64,0.0175718
3,64,64,1,1,30,40,32,1,0.0424141
3,64,64,1,1,30,40,32,2,0.0439296
3,64,64,1,1,30,40,32,4,0.0421581
3,64,64,1,1,30,40,32,8,0.0492134
3,64,64,1,1,30,40,32,16,0.0438355
3,64,64,1,1,30,40,32,32,0.0429875
3,64,64,1,1,30,40,64,1,0.0514323
3,64,64,1,1,30,40,64,2,0.0421786
3,64,64,1,1,30,40,64,4,0.0437248
3,64,64,1,1,30,40,64,8,0.0421059
3,64,64,1,1,30,40,64,16,0.04864
3,64,64,1,1,30,40,128,1,0.0436326
3,64,64,1,1,30,40,128,2,0.0421069
3,64,64,1,1,30,40,128,4,0.0442346
3,64,64,1,1,30,40,128,8,0.0423526
3,64,128,2,1,30,40,1,1,0.11995
3,64,128,2,1,30,40,1,2,0.0606413
3,64,128,2,1,30,40,1,4,0.030471
3,64,128,2,1,30,40,1,8,0.0159846
3,64,128,2,1,30,40,1,16,0.008704
3,64,128,2,1,30,40,1,32,0.00502784
3,64,128,2,1,30,40,1,64,0.00315392
3,64,128,2,1,30,40,1,128,0.00318464
3,64,128,2,1,30,40,2,1,0.0636211
3,64,128,2,1,30,40,2,2,0.0318749
3,64,128,2,1,30,40,2,4,0.0159267
3,64,128,2,1,30,40,2,8,0.00869376
3,64,128,2,1,30,40,2,16,0.0050176
3,64,128,2,1,30,40,2,32,0.00313344
3,64,128,2,1,30,40,2,64,0.00303104
3,64,128,2,1,30,40,2,128,0.00306176
3,64,128,2,1,30,40,4,1,0.0327962
3,64,128,2,1,30,40,4,2,0.0159037
3,64,128,2,1,30,40,4,4,0.00873472
3,64,128,2,1,30,40,4,8,0.0050176
3,64,128,2,1,30,40,4,16,0.00313344
3,64,128,2,1,30,40,4,32,0.0030208
3,64,128,2,1,30,40,4,64,0.00304128
3,64,128,2,1,30,40,4,128,0.00325632
3,64,128,2,1,30,40,8,1,0.0155642
3,64,128,2,1,30,40,8,2,0.00845824
3,64,128,2,1,30,40,8,4,0.0048688
3,64,128,2,1,30,40,8,8,0.00344064
3,64,128,2,1,30,40,8,16,0.00335872
3,64,128,2,1,30,40,8,32,0.00326656
3,64,128,2,1,30,40,8,64,0.00336288
3,64,128,2,1,30,40,8,128,0.00458752
3,64,128,2,1,30,40,16,1,0.0121856
3,64,128,2,1,30,40,16,2,0.0065856
3,64,128,2,1,30,40,16,4,0.0059904
3,64,128,2,1,30,40,16,8,0.0049664
3,64,128,2,1,30,40,16,16,0.00436416
3,64,128,2,1,30,40,16,32,0.00401408
3,64,128,2,1,30,40,16,64,0.00544672
3,64,128,2,1,30,40,32,1,0.012247
3,64,128,2,1,30,40,32,2,0.0120218
3,64,128,2,1,30,40,32,4,0.0119603
3,64,128,2,1,30,40,32,8,0.0118477
3,64,128,2,1,30,40,32,16,0.0118682
3,64,128,2,1,30,40,32,32,0.012503
3,64,128,2,1,30,40,64,1,0.0121667
3,64,128,2,1,30,40,64,2,0.0120422
3,64,128,2,1,30,40,64,4,0.0118589
3,64,128,2,1,30,40,64,8,0.0118272
3,64,128,2,1,30,40,64,16,0.0123597
3,64,128,2,1,30,40,128,1,0.0122381
3,64,128,2,1,30,40,128,2,0.0120115
3,64,128,2,1,30,40,128,4,0.012135
3,64,128,2,1,30,40,128,8,0.0122778
3,128,128,1,1,15,20,1,1,0.229612
3,128,128,1,1,15,20,1,2,0.123884
3,128,128,1,1,15,20,1,4,0.0610714
3,128,128,1,1,15,20,1,8,0.0305664
3,128,128,1,1,15,20,1,16,0.0163034
3,128,128,1,1,15,20,1,32,0.00878592
3,128,128,1,1,15,20,1,64,0.00482304
3,128,128,1,1,15,20,1,128,0.0047616
3,128,128,1,1,15,20,2,1,0.116224
3,128,128,1,1,15,20,2,2,0.0590643
3,128,128,1,1,15,20,2,4,0.0305152
3,128,128,1,1,15,20,2,8,0.0159875
3,128,128,1,1,15,20,2,16,0.00876544
3,128,128,1,1,15,20,2,32,0.00480544
3,128,128,1,1,15,20,2,64,0.0047104
3,128,128,1,1,15,20,2,128,0.00470144
3,128,128,1,1,15,20,4,1,0.05888
3,128,128,1,1,15,20,4,2,0.0303206
3,128,128,1,1,15,20,4,4,0.0159744
3,128,128,1,1,15,20,4,8,0.00876192
3,128,128,1,1,15,20,4,16,0.00480256
3,128,128,1,1,15,20,4,32,0.00470592
3,128,128,1,1,15,20,4,64,0.00470016
3,128,128,1,1,15,20,4,128,0.00502784
3,128,128,1,1,15,20,8,1,0.029655
3,128,128,1,1,15,20,8,2,0.0155136
3,128,128,1,1,15,20,8,4,0.00841728
3,128,128,1,1,15,20,8,8,0.00531456
3,128,128,1,1,15,20,8,16,0.00519136
3,128,128,1,1,15,20,8,32,0.00503936
3,128,128,1,1,15,20,8,64,0.00516096
3,128,128,1,1,15,20,8,128,0.00764928
3,128,128,1,1,15,20,16,1,0.0218317
3,128,128,1,1,15,20,16,2,0.0113562
3,128,128,1,1,15,20,16,4,0.0102912
3,128,128,1,1,15,20,16,8,0.0082432
3,128,128,1,1,15,20,16,16,0.00668672
3,128,128,1,1,15,20,16,32,0.00561152
3,128,128,1,1,15,20,16,64,0.00934912
3,128,128,1,1,15,20,32,1,0.0219955
3,128,128,1,1,15,20,32,2,0.021801
3,128,128,1,1,15,20,32,4,0.0216742
3,128,128,1,1,15,20,32,8,0.0215693
3,128,128,1,1,15,20,32,16,0.0215245
3,128,128,1,1,15,20,32,32,0.0221389
3,128,128,1,1,15,20,64,1,0.0219443
3,128,128,1,1,15,20,64,2,0.0217824
3,128,128,1,1,15,20,64,4,0.0216474
3,128,128,1,1,15,20,64,8,0.0216269
3,128,128,1,1,15,20,64,16,0.0221798
3,128,128,1,1,15,20,128,1,0.0220195
3,128,128,1,1,15,20,128,2,0.0217498
3,128,128,1,1,15,20,128,4,0.0218317
3,128,128,1,1,15,20,128,8,0.0222003
1,128,64,1,0,15,20,1,1,0.0272282
1,128,64,1,0,15,20,1,2,0.0143018
1,128,64,1,0,15,20,1,4,0.00786432
1,128,64,1,0,15,20,1,8,0.00466944
1,128,64,1,0,15,20,1,16,0.00307136
1,128,64,1,0,15,20,1,32,0.00226304
1,128,64,1,0,15,20,1,64,0.00205824
1,128,64,1,0,15,20,1,128,0.00211968
1,128,64,1,0,15,20,2,1,0.0142966
1,128,64,1,0,15,20,2,2,0.00786432
1,128,64,1,0,15,20,2,4,0.00466944
1,128,64,1,0,15,20,2,8,0.00305152
1,128,64,1,0,15,20,2,16,0.00228224
1,128,64,1,0,15,20,2,32,0.00185344
1,128,64,1,0,15,20,2,64,0.00189888
1,128,64,1,0,15,20,2,128,0.0019472
1,128,64,1,0,15,20,4,1,0.00787456
1,128,64,1,0,15,20,4,2,0.00466944
1,128,64,1,0,15,20,4,4,0.00303104
1,128,64,1,0,15,20,4,8,0.0022736
1,128,64,1,0,15,20,4,16,0.00182272
1,128,64,1,0,15,20,4,32,0.001792
1,128,64,1,0,15,20,4,64,0.00180224
1,128,64,1,0,15,20,4,128,0.0018432
1,128,64,1,0,15,20,8,1,0.00456704
1,128,64,1,0,15,20,8,2,0.00294912
1,128,64,1,0,15,20,8,4,0.00221184
1,128,64,1,0,15,20,8,8,0.0018944
1,128,64,1,0,15,20,8,16,0.00181248
1,128,64,1,0,15,20,8,32,0.0018432
1,128,64,1,0,15,20,8,64,0.00186976
1,128,64,1,0,15,20,8,128,0.00193536
1,128,64,1,0,15,20,16,1,0.00350528
1,128,64,1,0,15,20,16,2,0.0024576
1,128,64,1,0,15,20,16,4,0.00229312
1,128,64,1,0,15,20,16,8,0.00186592
1,128,64,1,0,15,20,16,16,0.00186368
1,128,64,1,0,15,20,16,32,0.00192512
1,128,64,1,0,15,20,16,64,0.0021504
1,128,64,1,0,15,20,32,1,0.00349856
1,128,64,1,0,15,20,32,2,0.00349184
1,128,64,1,0,15,20,32,4,0.00353376
1,128,64,1,0,15,20,32,8,0.00366592
1,128,64,1,0,15,20,32,16,0.00375808
1,128,64,1,0,15,20,32,32,0.00390144
1,128,64,1,0,15,20,64,1,0.00351232
1,128,64,1,0,15,20,64,2,0.003584
1,128,64,1,0,15,20,64,4,0.0034816
1,128,64,1,0,15,20,64,8,0.00374208
1,128,64,1,0,15,20,64,16,0.0044032
1,128,64,1,0,15,20,128,1,0.00359424
1,128,64,1,0,15,20,128,2,0.00359424
1,128,64,1,0,15,20,128,4,0.00391168
1,128,64,1,0,15,20,128,8,0.00401408
1,64,1,1,0,60,80,1,1,0.221235
1,64,1,1,0,60,80,1,2,0.114033
1,64,1,1,0,60,80,1,4,0.0548659
1,64,1,1,0,60,80,1,8,0.027472
1,64,1,1,0,60,80,1,16,0.0144998
1,64,1,1,0,60,80,1,32,0.00795648
1,64,1,1,0,60,80,1,64,0.00759808
1,64,1,1,0,60,80,1,128,0.00777216
1,64,1,1,0,60,80,2,1,0.106414
1,64,1,1,0,60,80,2,2,0.0532317
1,64,1,1,0,60,80,2,4,0.0273715
1,64,1,1,0,60,80,2,8,0.0144077
1,64,1,1,0,60,80,2,16,0.00789504
1,64,1,1,0,60,80,2,32,0.00466944
1,64,1,1,0,60,80,2,64,0.00546976
1,64,1,1,0,60,80,2,128,0.0057344
1,64,1,1,0,60,80,4,1,0.0531456
1,64,1,1,0,60,80,4,2,0.0273203
1,64,1,1,0,60,80,4,4,0.014377
1,64,1,1,0,60,80,4,8,0.00797696
1,64,1,1,0,60,80,4,16,0.00439296
1,64,1,1,0,60,80,4,32,0.0044112
1,64,1,1,0,60,80,4,64,0.00444608
1,64,1,1,0,60,80,4,128,0.00511072
1,64,1,1,0,60,80,8,1,0.0263168
1,64,1,1,0,60,80,8,2,0.0136397
1,64,1,1,0,60,80,8,4,0.00729664
1,64,1,1,0,60,80,8,8,0.0052224
1,64,1,1,0,60,80,8,16,0.00508928
1,64,1,1,0,60,80,8,32,0.00504064
1,64,1,1,0,60,80,8,64,0.00535552
1,64,1,1,0,60,80,8,128,0.00854016
1,64,1,1,0,60,80,16,1,0.0173158
1,64,1,1,0,60,80,16,2,0.00954368
1,64,1,1,0,60,80,16,4,0.00904192
1,64,1,1,0,60,80,16,8,0.00760832
1,64,1,1,0,60,80,16,16,0.00629344
1,64,1,1,0,60,80,16,32,0.00485376
1,64,1,1,0,60,80,16,64,0.00854016
1,64,1,1,0,60,80,32,1,0.0172544
1,64,1,1,0,60,80,32,2,0.0174182
1,64,1,1,0,60,80,32,4,0.0175104
1,64,1,1,0,60,80,32,8,0.0176909
1,64,1,1,0,60,80,32,16,0.0181658
1,64,1,1,0,60,80,32,32,0.0185856
1,64,1,1,0,60,80,64,1,0.0173606
1,64,1,1,0,60,80,64,2,0.0173773
1,64,1,1,0,60,80,64,4,0.0174899
1,64,1,1,0,60,80,64,8,0.0177664
1,64,1,1,0,60,80,64,16,0.0187773
1,64,1,1,0,60,80,128,1,0.0173456
1,64,1,1,0,60,80,128,2,0.0173853
1,64,1,1,0,60,80,128,4,0.0175309
1,64,1,1,0,60,80,128,8,0.018473
1,64,65,1,0,60,80,1,1,0.22272
1,64,65,1,0,60,80,1,2,0.106082
1,64,65,1,0,60,80,1,4,0.059136
1,64,65,1,0,60,80,1,8,0.0274659
1,64,65,1,0,60,80,1,16,0.0144806
1,64,65,1,0,60,80,1,32,0.00790528
1,64,65,1,0,60,80,1,64,0.00713728
1,64,65,1,0,60,80,1,128,0.0077312
1,64,65,1,0,60,80,2,1,0.104765
1,64,65,1,0,60,80,2,2,0.0532173
1,64,65,1,0,60,80,2,4,0.0273818
1,64,65,1,0,60,80,2,8,0.0144074
1,64,65,1,0,60,80,2,16,0.00792576
1,64,65,1,0,60,80,2,32,0.0046592
1,64,65,1,0,60,80,2,64,0.00548864
1,64,65,1,0,60,80,2,128,0.00573088
1,64,65,1,0,60,80,4,1,0.0531501
1,64,65,1,0,60,80,4,2,0.0273101
1,64,65,1,0,60,80,4,4,0.0143658
1,64,65,1,0,60,80,4,8,0.00797696
1,64,65,1,0,60,80,4,16,0.00440096
1,64,65,1,0,60,80,4,32,0.0044032
1,64,65,1,0,60,80,4,64,0.00443392
1,64,65,1,0,60,80,4,128,0.00513024
1,64,65,1,0,60,80,8,1,0.0263312
1,64,65,1,0,60,80,8,2,0.0136477
1,64,65,1,0,60,80,8,4,0.00730112
1,64,65,1,0,60,80,8,8,0.00523424
1,64,65,1,0,60,80,8,16,0.00507904
1,64,65,1,0,60,80,8,32,0.00506656
1,64,65,1,0,60,80,8,64,0.00539648
1,64,65,1,0,60,80,8,128,0.0085376
1,64,65,1,0,60,80,16,1,0.0172253
1,64,65,1,0,60,80,16,2,0.00951296
1,64,65,1,0,60,80,16,4,0.0089936
1,64,65,1,0,60,80,16,8,0.00758784
1,64,65,1,0,60,80,16,16,0.00626528
1,64,65,1,0,60,80,16,32,0.0048448
1,64,65,1,0,60,80,16,64,0.00850944
1,64,65,1,0,60,80,32,1,0.0171008
1,64,65,1,0,60,80,32,2,0.0172851
1,64,65,1,0,60,80,32,4,0.0173363
1,64,65,1,0,60,80,32,8,0.0174467
1,64,65,1,0,60,80,32,16,0.0177152
1,64,65,1,0,60,80,32,32,0.0188723
1,64,65,1,0,60,80,64,1,0.017193
1,64,65,1,0,60,80,64,2,0.0172032
1,64,65,1,0,60,80,64,4,0.0172954
1,64,65,1,0,60,80,64,8,0.0175005
1,64,65,1,0,60,80,64,16,0.0190054
1,64,65,1,0,60,80,128,1,0.0171622
1,64,65,1,0,60,80,128,2,0.0172442
1,64,65,1,0,60,80,128,4,0.0173565
1,64,65,1,0,60,80,128,8,0.0187392
